Start,End
1518195612275.0,1518195613275.0
1518195612375.0,1518195613375.0
1518195612475.0,1518195613475.0
1518195612575.0,1518195613575.0
1518195612675.0,1518195613675.0
1518195612775.0,1518195613775.0
1518195612875.0,1518195613875.0
1518195612975.0,1518195613975.0
1518195613075.0,1518195614075.0
1518195613175.0,1518195614175.0
1518195613275.0,1518195614275.0
1518195613375.0,1518195614375.0
1518195613475.0,1518195614475.0
1518195613575.0,1518195614575.0
1518195613675.0,1518195614675.0
1518195613775.0,1518195614775.0
1518195613875.0,1518195614875.0
1518195613975.0,1518195614975.0
1518195614075.0,1518195615075.0
1518195614175.0,1518195615175.0
1518195614275.0,1518195615275.0
1518195614375.0,1518195615375.0
1518195614475.0,1518195615475.0
1518195614575.0,1518195615575.0
1518195614675.0,1518195615675.0
1518195614775.0,1518195615775.0
1518195614875.0,1518195615875.0
1518195614975.0,1518195615975.0
1518195615075.0,1518195616075.0
1518195615175.0,1518195616175.0
1518195615275.0,1518195616275.0
1518195615375.0,1518195616375.0
1518195615475.0,1518195616475.0
1518195615575.0,1518195616575.0
1518195615675.0,1518195616675.0
1518195615775.0,1518195616775.0
1518195615875.0,1518195616875.0
1518195615975.0,1518195616975.0
1518195616075.0,1518195617075.0
1518195616175.0,1518195617175.0
1518195616275.0,1518195617275.0
1518195616375.0,1518195617375.0
1518195616475.0,1518195617475.0
1518195616575.0,1518195617575.0
1518195616675.0,1518195617675.0
1518195616775.0,1518195617775.0
1518195616875.0,1518195617875.0
1518195616975.0,1518195617975.0
1518195617075.0,1518195618075.0
1518195617175.0,1518195618175.0
1518195617275.0,1518195618275.0
1518195617375.0,1518195618375.0
1518195617475.0,1518195618475.0
1518195617575.0,1518195618575.0
1518195617675.0,1518195618675.0
1518195617775.0,1518195618775.0
1518195617875.0,1518195618875.0
1518195617975.0,1518195618975.0
1518195618075.0,1518195619075.0
1518195618175.0,1518195619175.0
1518195618275.0,1518195619275.0
1518195618375.0,1518195619375.0
1518195618475.0,1518195619475.0
1518195618575.0,1518195619575.0
1518195618675.0,1518195619675.0
1518195618775.0,1518195619775.0
1518195618875.0,1518195619875.0
1518195618975.0,1518195619975.0
1518195619075.0,1518195620075.0
1518195619175.0,1518195620175.0
1518195619275.0,1518195620275.0
1518195619375.0,1518195620375.0
1518195619475.0,1518195620475.0
1518195619575.0,1518195620575.0
1518195619675.0,1518195620675.0
1518195619775.0,1518195620775.0
1518195619875.0,1518195620875.0
1518195619975.0,1518195620975.0
1518195620075.0,1518195621075.0
1518195620175.0,1518195621175.0
1518195620275.0,1518195621275.0
1518195620375.0,1518195621375.0
1518195620475.0,1518195621475.0
1518195620575.0,1518195621575.0
1518195620675.0,1518195621675.0
1518195620775.0,1518195621775.0
1518195620875.0,1518195621875.0
1518195620975.0,1518195621975.0
1518195621075.0,1518195622075.0
1518195621175.0,1518195622175.0
1518195621275.0,1518195622275.0
1518195621375.0,1518195622375.0
1518195621475.0,1518195622475.0
1518195621575.0,1518195622575.0
1518195621675.0,1518195622675.0
1518195621775.0,1518195622775.0
1518195621875.0,1518195622875.0
1518195621975.0,1518195622975.0
1518195622075.0,1518195623075.0
1518195622175.0,1518195623175.0
1518195622275.0,1518195623275.0
1518195622375.0,1518195623375.0
1518195622475.0,1518195623475.0
1518195622575.0,1518195623575.0
1518195622675.0,1518195623675.0
1518195622775.0,1518195623775.0
1518195622875.0,1518195623875.0
1518195622975.0,1518195623975.0
1518195623075.0,1518195624075.0
1518195623175.0,1518195624175.0
1518195623275.0,1518195624275.0
1518195623375.0,1518195624375.0
1518195623475.0,1518195624475.0
1518195623575.0,1518195624575.0
1518195623675.0,1518195624675.0
1518195623775.0,1518195624775.0
1518195623875.0,1518195624875.0
1518195623975.0,1518195624975.0
1518195624075.0,1518195625075.0
1518195624175.0,1518195625175.0
1518195624275.0,1518195625275.0
1518195624375.0,1518195625375.0
1518195624475.0,1518195625475.0
1518195624575.0,1518195625575.0
1518195624675.0,1518195625675.0
1518195624775.0,1518195625775.0
1518195624875.0,1518195625875.0
1518195624975.0,1518195625975.0
1518195625075.0,1518195626075.0
1518195625175.0,1518195626175.0
1518195625275.0,1518195626275.0
1518195625375.0,1518195626375.0
1518195625475.0,1518195626475.0
1518195625575.0,1518195626575.0
1518195625675.0,1518195626675.0
1518195625775.0,1518195626775.0
1518195625875.0,1518195626875.0
1518195625975.0,1518195626975.0
1518195626075.0,1518195627075.0
1518195626175.0,1518195627175.0
1518195626275.0,1518195627275.0
1518195626375.0,1518195627375.0
1518195626475.0,1518195627475.0
1518195626575.0,1518195627575.0
1518195626675.0,1518195627675.0
1518195626775.0,1518195627775.0
1518195626875.0,1518195627875.0
1518195626975.0,1518195627975.0
1518195627075.0,1518195628075.0
1518195627175.0,1518195628175.0
1518195627275.0,1518195628275.0
1518195627375.0,1518195628375.0
1518195627475.0,1518195628475.0
1518195627575.0,1518195628575.0
1518195627675.0,1518195628675.0
1518195627775.0,1518195628775.0
1518195627875.0,1518195628875.0
1518195627975.0,1518195628975.0
1518195628075.0,1518195629075.0
1518195628175.0,1518195629175.0
1518195628275.0,1518195629275.0
1518195628375.0,1518195629375.0
1518195628475.0,1518195629475.0
1518195628575.0,1518195629575.0
1518195628675.0,1518195629675.0
1518195628775.0,1518195629775.0
1518195628875.0,1518195629875.0
1518195628975.0,1518195629975.0
1518195629075.0,1518195630075.0
1518195629175.0,1518195630175.0
1518195629275.0,1518195630275.0
1518195629375.0,1518195630375.0
1518195629475.0,1518195630475.0
1518195629575.0,1518195630575.0
1518195629675.0,1518195630675.0
1518195629775.0,1518195630775.0
1518195629875.0,1518195630875.0
1518195629975.0,1518195630975.0
1518195630075.0,1518195631075.0
1518195630175.0,1518195631175.0
1518195630275.0,1518195631275.0
1518195630375.0,1518195631375.0
1518195630475.0,1518195631475.0
1518195630575.0,1518195631575.0
1518195630675.0,1518195631675.0
1518195630775.0,1518195631775.0
1518195630875.0,1518195631875.0
1518195630975.0,1518195631975.0
1518195631075.0,1518195632075.0
1518195631175.0,1518195632175.0
1518195631275.0,1518195632275.0
1518195631375.0,1518195632375.0
1518195631475.0,1518195632475.0
1518195631575.0,1518195632575.0
1518195631675.0,1518195632675.0
1518195631775.0,1518195632775.0
1518195631875.0,1518195632875.0
1518195631975.0,1518195632975.0
1518195632075.0,1518195633075.0
1518195632175.0,1518195633175.0
1518195632275.0,1518195633275.0
1518195632375.0,1518195633375.0
1518195632475.0,1518195633475.0
1518195632575.0,1518195633575.0
1518195632675.0,1518195633675.0
1518195632775.0,1518195633775.0
1518195632875.0,1518195633875.0
1518195632975.0,1518195633975.0
1518195633075.0,1518195634075.0
1518195633175.0,1518195634175.0
1518195633275.0,1518195634275.0
1518195633375.0,1518195634375.0
1518195633475.0,1518195634475.0
1518195633575.0,1518195634575.0
1518195633675.0,1518195634675.0
1518195633775.0,1518195634775.0
1518195633875.0,1518195634875.0
1518195633975.0,1518195634975.0
1518195634075.0,1518195635075.0
1518195634175.0,1518195635175.0
1518195634275.0,1518195635275.0
1518195634375.0,1518195635375.0
1518195634475.0,1518195635475.0
1518195634575.0,1518195635575.0
1518195634675.0,1518195635675.0
1518195634775.0,1518195635775.0
1518195634875.0,1518195635875.0
1518195634975.0,1518195635975.0
1518195635075.0,1518195636075.0
1518195635175.0,1518195636175.0
1518195635275.0,1518195636275.0
1518195635375.0,1518195636375.0
1518195635475.0,1518195636475.0
1518195635575.0,1518195636575.0
1518195635675.0,1518195636675.0
1518195635775.0,1518195636775.0
1518195635875.0,1518195636875.0
1518195635975.0,1518195636975.0
1518195636075.0,1518195637075.0
1518195636175.0,1518195637175.0
1518195636275.0,1518195637275.0
1518195636375.0,1518195637375.0
1518195636475.0,1518195637475.0
1518195636575.0,1518195637575.0
1518195636675.0,1518195637675.0
1518195636775.0,1518195637775.0
1518195636875.0,1518195637875.0
1518195636975.0,1518195637975.0
1518195637075.0,1518195638075.0
1518195637175.0,1518195638175.0
1518195637275.0,1518195638275.0
1518195637375.0,1518195638375.0
1518195637475.0,1518195638475.0
1518195637575.0,1518195638575.0
1518195637675.0,1518195638675.0
1518195637775.0,1518195638775.0
1518195637875.0,1518195638875.0
1518195637975.0,1518195638975.0
1518195638075.0,1518195639075.0
1518195638175.0,1518195639175.0
1518195638275.0,1518195639275.0
1518195638375.0,1518195639375.0
1518195638475.0,1518195639475.0
1518195638575.0,1518195639575.0
1518195638675.0,1518195639675.0
1518195638775.0,1518195639775.0
1518195638875.0,1518195639875.0
1518195638975.0,1518195639975.0
1518195639075.0,1518195640075.0
1518195639175.0,1518195640175.0
1518195639275.0,1518195640275.0
1518195639375.0,1518195640375.0
1518195639475.0,1518195640475.0
1518195639575.0,1518195640575.0
1518195639675.0,1518195640675.0
1518195639775.0,1518195640775.0
1518195639875.0,1518195640875.0
1518195639975.0,1518195640975.0
1518195640075.0,1518195641075.0
1518195640175.0,1518195641175.0
1518195640275.0,1518195641275.0
1518195640375.0,1518195641375.0
1518195640475.0,1518195641475.0
1518195640575.0,1518195641575.0
1518195640675.0,1518195641675.0
1518195640775.0,1518195641775.0
1518195640875.0,1518195641875.0
1518195640975.0,1518195641975.0
1518195641075.0,1518195642075.0
1518195641175.0,1518195642175.0
1518195641275.0,1518195642275.0
1518195641375.0,1518195642375.0
1518195641475.0,1518195642475.0
1518195641575.0,1518195642575.0
1518195641675.0,1518195642675.0
1518195641775.0,1518195642775.0
1518195641875.0,1518195642875.0
1518195641975.0,1518195642975.0
1518195642075.0,1518195643075.0
1518195642175.0,1518195643175.0
1518195642275.0,1518195643275.0
1518195642375.0,1518195643375.0
1518195642475.0,1518195643475.0
1518195642575.0,1518195643575.0
1518195642675.0,1518195643675.0
1518195642775.0,1518195643775.0
1518195642875.0,1518195643875.0
1518195642975.0,1518195643975.0
1518195643075.0,1518195644075.0
1518195643175.0,1518195644175.0
1518195643275.0,1518195644275.0
1518195643375.0,1518195644375.0
1518195643475.0,1518195644475.0
1518195643575.0,1518195644575.0
1518195643675.0,1518195644675.0
1518195643775.0,1518195644775.0
1518195643875.0,1518195644875.0
1518195643975.0,1518195644975.0
1518195644075.0,1518195645075.0
1518195644175.0,1518195645175.0
1518195644275.0,1518195645275.0
1518195644375.0,1518195645375.0
1518195644475.0,1518195645475.0
1518195644575.0,1518195645575.0
1518195644675.0,1518195645675.0
1518195644775.0,1518195645775.0
1518195644875.0,1518195645875.0
1518195644975.0,1518195645975.0
1518195645075.0,1518195646075.0
1518195645175.0,1518195646175.0
1518195645275.0,1518195646275.0
1518195645375.0,1518195646375.0
1518195645475.0,1518195646475.0
1518195645575.0,1518195646575.0
1518195645675.0,1518195646675.0
1518195645775.0,1518195646775.0
1518195645875.0,1518195646875.0
1518195645975.0,1518195646975.0
1518195646075.0,1518195647075.0
1518195646175.0,1518195647175.0
1518195646275.0,1518195647275.0
1518195646375.0,1518195647375.0
1518195646475.0,1518195647475.0
1518195646575.0,1518195647575.0
1518195646675.0,1518195647675.0
1518195646775.0,1518195647775.0
1518195646875.0,1518195647875.0
1518195646975.0,1518195647975.0
1518195647075.0,1518195648075.0
1518195647175.0,1518195648175.0
1518195647275.0,1518195648275.0
1518195647375.0,1518195648375.0
1518195647475.0,1518195648475.0
1518195647575.0,1518195648575.0
1518195647675.0,1518195648675.0
1518195647775.0,1518195648775.0
1518195647875.0,1518195648875.0
1518195647975.0,1518195648975.0
1518195648075.0,1518195649075.0
1518195648175.0,1518195649175.0
1518195648275.0,1518195649275.0
1518195648375.0,1518195649375.0
1518195648475.0,1518195649475.0
1518195648575.0,1518195649575.0
1518195648675.0,1518195649675.0
1518195648775.0,1518195649775.0
1518195648875.0,1518195649875.0
1518195648975.0,1518195649975.0
1518195649075.0,1518195650075.0
1518195649175.0,1518195650175.0
1518195649275.0,1518195650275.0
1518195649375.0,1518195650375.0
1518195649475.0,1518195650475.0
1518195649575.0,1518195650575.0
1518195649675.0,1518195650675.0
1518195649775.0,1518195650775.0
1518195649875.0,1518195650875.0
1518195649975.0,1518195650975.0
1518195650075.0,1518195651075.0
1518195650175.0,1518195651175.0
1518195650275.0,1518195651275.0
1518195650375.0,1518195651375.0
1518195650475.0,1518195651475.0
1518195650575.0,1518195651575.0
1518195650675.0,1518195651675.0
1518195650775.0,1518195651775.0
1518195650875.0,1518195651875.0
1518195650975.0,1518195651975.0
1518195651075.0,1518195652075.0
1518195651175.0,1518195652175.0
1518195651275.0,1518195652275.0
1518195651375.0,1518195652375.0
1518195651475.0,1518195652475.0
1518195651575.0,1518195652575.0
1518195651675.0,1518195652675.0
1518195651775.0,1518195652775.0
1518195651875.0,1518195652875.0
1518195651975.0,1518195652975.0
1518195652075.0,1518195653075.0
1518195652175.0,1518195653175.0
1518195652275.0,1518195653275.0
1518195652375.0,1518195653375.0
1518195652475.0,1518195653475.0
1518195652575.0,1518195653575.0
1518195652675.0,1518195653675.0
1518195652775.0,1518195653775.0
1518195652875.0,1518195653875.0
1518195652975.0,1518195653975.0
1518195653075.0,1518195654075.0
1518195653175.0,1518195654175.0
1518195653275.0,1518195654275.0
1518195653375.0,1518195654375.0
1518195653475.0,1518195654475.0
1518195653575.0,1518195654575.0
1518195653675.0,1518195654675.0
1518195653775.0,1518195654775.0
1518195653875.0,1518195654875.0
1518195653975.0,1518195654975.0
1518195654075.0,1518195655075.0
1518195654175.0,1518195655175.0
1518195654275.0,1518195655275.0
1518195654375.0,1518195655375.0
1518195654475.0,1518195655475.0
1518195654575.0,1518195655575.0
1518195654675.0,1518195655675.0
1518195654775.0,1518195655775.0
1518195654875.0,1518195655875.0
1518195654975.0,1518195655975.0
1518195655075.0,1518195656075.0
1518195655175.0,1518195656175.0
1518195655275.0,1518195656275.0
1518195655375.0,1518195656375.0
1518195655475.0,1518195656475.0
1518195655575.0,1518195656575.0
1518195655675.0,1518195656675.0
1518195655775.0,1518195656775.0
1518195655875.0,1518195656875.0
1518195655975.0,1518195656975.0
1518195656075.0,1518195657075.0
1518195656175.0,1518195657175.0
1518195656275.0,1518195657275.0
1518195656375.0,1518195657375.0
1518195656475.0,1518195657475.0
1518195656575.0,1518195657575.0
1518195656675.0,1518195657675.0
1518195656775.0,1518195657775.0
1518195656875.0,1518195657875.0
1518195656975.0,1518195657975.0
1518195657075.0,1518195658075.0
1518195657175.0,1518195658175.0
1518195657275.0,1518195658275.0
1518195657375.0,1518195658375.0
1518195657475.0,1518195658475.0
1518195657575.0,1518195658575.0
